236	387	236	387	2392
236	387	236	387	2425
236	387	236	392	2459
236	392	237	401	2492
237	401	239	406	2525
239	406	245	413	2559
245	413	247	415	2591
247	415	247	415	2625
247	415	251	415	2659
251	415	256	410	2691
256	410	257	399	2725
257	399	257	385	2759
257	385	257	372	2792
257	372	257	361	2825
257	361	257	347	2859
257	347	257	334	2892
257	334	258	323	2925
258	323	258	315	2958
258	315	258	308	2992
258	308	258	305	3025
258	305	258	305	3059
258	305	258	305	3092
258	305	260	309	3125
260	309	261	321	3159
261	321	263	336	3192
263	336	267	352	3225
267	352	273	365	3259
273	365	277	379	3291
277	379	281	390	3325
281	390	282	397	3359
282	397	283	400	3392
283	400	283	400	3425
283	400	283	401	3459
283	401	286	408	3491
286	408	287	411	3525
287	411	287	411	3559
287	411	287	411	3592
287	411	287	411	3625
287	411	290	402	3659
290	402	290	395	3692
290	395	292	378	3725
292	378	295	363	3759
295	363	296	354	3791
296	354	297	348	3825
297	348	297	343	3859
297	343	297	338	3892
297	338	297	333	3926
297	333	297	328	3958
297	328	297	321	3992
297	321	297	318	4025
297	318	297	313	4058
297	313	297	309	4092
297	309	297	309	4126
297	309	297	309	4158
297	309	297	309	4192
297	309	297	312	4226
297	312	297	327	4258
297	327	297	344	4292
297	344	297	359	4326
297	359	297	369	4358
297	369	298	379	4392
298	379	301	389	4425
301	389	302	399	4459
302	399	304	405	4492
304	405	305	406	4525
305	406	306	407	4559
306	407	308	408	4592
308	408	312	408	4626
312	408	314	408	4658
314	408	315	408	4692
315	408	318	407	4725
318	407	318	407	4758
318	407	318	407	4792
318	407	319	405	4825
348	376	341	375	5292
341	375	336	375	5326
336	375	333	375	5358
333	375	330	375	5392
330	375	328	376	5425
328	376	325	379	5459
325	379	323	386	5492
323	386	323	392	5525
323	392	323	396	5559
323	396	323	401	5592
323	401	325	407	5625
325	407	328	410	5659
328	410	330	411	5692
330	411	335	411	5725
335	411	343	411	5759
343	411	347	411	5792
347	411	349	409	5825
349	409	351	406	5859
351	406	353	399	5892
353	399	353	390	5925
353	390	353	384	5959
353	384	353	381	5992
353	381	352	379	6025
352	379	352	378	6059
352	378	352	378	6092
352	378	351	377	6125
351	377	351	377	6159
351	377	351	377	6191
351	377	350	378	6225
350	378	350	385	6259
350	385	351	394	6292
351	394	352	397	6325
352	397	355	402	6359
355	402	357	405	6392
357	405	357	406	6425
357	406	359	407	6459
359	407	361	407	6492
361	407	367	408	6525
367	408	372	408	6559
372	408	374	408	6592
