0.0	110.0
0.0	110.0
0.0	110.0
0.0	115.0
1.0	124.0
3.0	129.0
9.0	136.0
11.0	138.0
11.0	138.0
15.0	138.0
20.0	133.0
21.0	122.0
21.0	108.0
21.0	95.0
21.0	84.0
21.0	70.0
21.0	57.0
22.0	46.0
22.0	38.0
22.0	31.0
22.0	28.0
22.0	28.0
22.0	28.0
24.0	32.0
25.0	44.0
27.0	59.0
31.0	75.0
37.0	88.0
41.0	102.0
45.0	113.0
46.0	120.0
47.0	123.0
47.0	123.0
47.0	124.0
50.0	131.0
51.0	134.0
51.0	134.0
51.0	134.0
51.0	134.0
54.0	125.0
54.0	118.0
56.0	101.0
59.0	86.0
60.0	77.0
61.0	71.0
61.0	66.0
61.0	61.0
61.0	56.0
61.0	51.0
61.0	44.0
61.0	41.0
61.0	36.0
61.0	32.0
61.0	32.0
61.0	32.0
61.0	32.0
61.0	35.0
61.0	50.0
61.0	67.0
61.0	82.0
61.0	92.0
62.0	102.0
65.0	112.0
66.0	122.0
68.0	128.0
69.0	129.0
70.0	130.0
72.0	131.0
76.0	131.0
78.0	131.0
79.0	131.0
82.0	130.0
82.0	130.0
82.0	130.0
112.0	99.0
105.0	98.0
100.0	98.0
97.0	98.0
94.0	98.0
92.0	99.0
89.0	102.0
87.0	109.0
87.0	115.0
87.0	119.0
87.0	124.0
89.0	130.0
92.0	133.0
94.0	134.0
99.0	134.0
107.0	134.0
111.0	134.0
113.0	132.0
115.0	129.0
117.0	122.0
117.0	113.0
117.0	107.0
117.0	104.0
116.0	102.0
116.0	101.0
116.0	101.0
115.0	100.0
115.0	100.0
115.0	100.0
114.0	101.0
114.0	108.0
115.0	117.0
116.0	120.0
119.0	125.0
121.0	128.0
121.0	129.0
123.0	130.0
125.0	130.0
131.0	131.0
136.0	131.0
138.0	131.0
138.0	131.0
138.0	131.0
141.0	18.0
141.0	18.0
140.0	24.0
140.0	35.0
140.0	46.0
139.0	58.0
139.0	72.0
139.0	76.0
139.0	83.0
139.0	89.0
142.0	100.0
143.0	105.0
145.0	111.0
147.0	117.0
147.0	120.0
150.0	125.0
152.0	127.0
156.0	133.0
157.0	136.0
160.0	137.0
161.0	137.0
162.0	137.0
169.0	134.0
170.0	133.0
170.0	133.0
118.0	70.0
122.0	69.0
130.0	69.0
137.0	67.0
145.0	67.0
147.0	67.0
147.0	67.0
147.0	67.0
147.0	67.0
162.0	93.0
166.0	96.0
172.0	100.0
180.0	103.0
189.0	103.0
192.0	103.0
194.0	103.0
196.0	103.0
197.0	100.0
196.0	97.0
193.0	94.0
181.0	92.0
174.0	90.0
173.0	90.0
171.0	90.0
169.0	92.0
168.0	99.0
168.0	105.0
168.0	111.0
168.0	116.0
168.0	122.0
171.0	127.0
174.0	130.0
175.0	130.0
180.0	131.0
184.0	131.0
187.0	131.0
192.0	131.0
197.0	131.0
200.0	129.0
205.0	124.0
210.0	116.0
213.0	107.0
216.0	99.0
220.0	90.0
221.0	86.0
221.0	86.0
221.0	86.0
222.0	85.0
223.0	88.0
224.0	100.0
225.0	109.0
226.0	117.0
227.0	125.0
227.0	129.0
228.0	130.0
228.0	130.0
228.0	130.0
228.0	130.0
228.0	125.0
228.0	115.0
230.0	105.0
232.0	99.0
235.0	92.0
236.0	91.0
236.0	91.0
236.0	91.0
237.0	90.0
240.0	96.0
242.0	103.0
242.0	113.0
242.0	121.0
242.0	124.0
242.0	124.0
242.0	124.0
242.0	124.0
242.0	124.0
243.0	116.0
247.0	104.0
251.0	96.0
255.0	89.0
256.0	88.0
256.0	88.0
256.0	88.0
256.0	88.0
260.0	92.0
263.0	100.0
266.0	110.0
267.0	119.0
267.0	125.0
267.0	127.0
268.0	128.0
299.0	88.0
294.0	87.0
290.0	87.0
283.0	87.0
278.0	88.0
274.0	91.0
272.0	95.0
270.0	102.0
270.0	107.0
270.0	112.0
270.0	119.0
272.0	122.0
275.0	123.0
279.0	123.0
284.0	123.0
289.0	123.0
292.0	121.0
293.0	115.0
295.0	104.0
295.0	97.0
295.0	93.0
295.0	91.0
295.0	91.0
295.0	91.0
295.0	91.0
296.0	99.0
298.0	111.0
302.0	119.0
302.0	121.0
305.0	124.0
306.0	126.0
306.0	126.0
309.0	126.0
324.0	6.0
324.0	23.0
324.0	36.0
324.0	47.0
324.0	57.0
324.0	67.0
324.0	76.0
324.0	84.0
325.0	98.0
327.0	103.0
328.0	107.0
329.0	112.0
331.0	117.0
332.0	118.0
332.0	118.0
334.0	118.0
339.0	118.0
347.0	118.0
349.0	118.0
349.0	118.0
311.0	70.0
319.0	70.0
328.0	70.0
336.0	70.0
339.0	70.0
355.0	88.0
355.0	96.0
357.0	108.0
357.0	114.0
358.0	121.0
359.0	124.0
359.0	124.0
359.0	126.0
360.0	127.0
364.0	127.0
368.0	125.0
370.0	123.0
372.0	121.0
361.0	54.0
361.0	54.0
361.0	54.0
384.0	69.0
384.0	69.0
389.0	49.0
389.0	18.0
389.0	8.0
389.0	2.0
389.0	0.0
389.0	0.0
389.0	0.0
389.0	1.0
389.0	37.0
389.0	84.0
389.0	110.0
389.0	125.0
389.0	137.0
389.0	144.0
389.0	150.0
389.0	150.0
389.0	150.0
389.0	149.0
387.0	138.0
387.0	121.0
387.0	108.0
388.0	100.0
391.0	96.0
398.0	94.0
404.0	93.0
406.0	93.0
406.0	93.0
408.0	97.0
408.0	104.0
408.0	105.0
400.0	106.0
393.0	106.0
392.0	106.0
392.0	106.0
392.0	106.0
392.0	106.0
394.0	110.0
404.0	117.0
410.0	127.0
412.0	130.0
412.0	130.0
438.0	98.0
423.0	93.0
417.0	93.0
