30	259	30	277	1977
30	277	30	308	2010
30	308	30	360	2043
30	360	30	407	2076
30	407	30	451	2110
30	451	30	505	2143
30	505	30	572	2177
30	572	30	629	2210
30	629	30	663	2243
30	663	30	678	2277
30	678	30	685	2310
30	685	30	685	2343
30	685	30	687	2377
30	687	30	690	2409
30	270	39	289	5010
39	289	48	306	5043
48	306	58	331	5077
58	331	71	367	5109
71	367	77	382	5143
77	382	80	391	5176
80	391	82	396	5209
82	396	83	398	5243
83	398	85	406	5276
85	406	86	417	5309
86	417	89	427	5343
89	427	91	433	5377
91	433	94	443	5410
94	443	95	448	5443
95	448	98	454	5476
98	454	100	458	5510
100	458	103	463	5543
103	463	103	463	5577
103	463	103	463	5609
103	463	103	463	5643
103	463	103	463	5676
103	463	103	463	5710
103	463	111	463	5743
111	463	122	443	5776
122	443	137	410	5810
137	410	154	359	5843
154	359	161	342	5876
161	342	164	335	5910
164	335	165	328	5943
165	328	167	319	5976
167	319	169	310	6010
169	310	170	307	6043
170	307	170	307	6076
170	307	170	307	6110
170	307	170	304	6143
170	304	172	301	6176
172	301	173	291	6210
173	291	174	284	6243
174	284	175	277	6277
175	277	175	274	6309
175	274	175	274	6343
175	274	175	274	6376
175	274	175	274	6409
175	274	175	274	6443
175	274	175	274	6476
175	274	175	274	6509
175	274	175	274	6543
175	274	175	289	6576
175	289	175	315	6609
175	315	175	346	6643
175	346	175	369	6677
175	369	175	408	6710
175	408	175	433	6743
175	433	175	448	6776
175	448	175	457	6810
175	457	175	466	6843
175	466	175	488	6877
175	488	175	508	6910
175	508	175	523	6943
175	523	175	536	6976
175	536	175	560	7009
175	560	175	581	7043
175	581	175	597	7077
175	597	175	609	7110
175	609	175	623	7143
175	623	175	639	7177
175	639	175	651	7210
175	651	175	662	7243
175	662	175	670	7276
175	670	175	673	7309
175	673	175	676	7343
175	676	175	676	7376
175	676	175	676	7410
175	676	175	676	7443
175	676	175	676	7476
203	685	203	685	8743
203	685	203	635	8777
203	635	205	568	8810
205	568	220	499	8843
220	499	243	424	8877
243	424	267	362	8909
267	362	280	328	8943
280	328	293	293	8976
293	293	303	266	9010
303	266	308	245	9043
308	245	310	238	9076
310	238	310	235	9110
310	235	310	235	9143
310	235	310	232	9177
310	232	310	232	9210
310	232	310	232	9243
310	232	310	239	9277
310	239	310	274	9310
310	274	310	328	9343
310	328	310	369	9376
310	369	311	403	9410
311	403	314	442	9443
314	442	319	476	9477
319	476	327	513	9510
327	513	333	549	9543
333	549	338	575	9577
338	575	342	591	9610
342	591	346	599	9643
346	599	353	606	9677
353	606	356	609	9710
356	609	356	609	9743
356	609	361	631	9776
361	631	367	644	9809
367	644	371	657	9843
371	657	372	664	9876
372	664	373	671	9910
373	671	374	674	9943
374	674	374	674	9976
374	674	374	674	10010
374	674	374	674	10043
229	474	240	473	11643
240	473	257	472	11677
257	472	282	471	11710
282	471	295	471	11743
295	471	302	471	11776
302	471	305	471	11810
305	471	311	471	11843
311	471	311	471	11877
311	471	314	471	11909
314	471	314	471	11943
314	471	314	471	11976
314	471	314	471	12010
314	471	314	471	12043
314	471	317	471	12076
317	471	321	471	12110
474	292	474	318	13477
474	318	475	351	13510
475	351	484	397	13543
484	397	488	451	13576
488	451	492	510	13610
492	510	492	541	13643
492	541	492	586	13676
492	586	492	617	13710
492	617	492	643	13743
492	643	492	665	13776
492	665	492	690	13810
492	690	492	704	13843
492	704	492	711	13877
492	711	492	715	13910
492	715	492	715	13943
492	715	492	715	13976
352	295	367	295	15643
367	295	396	295	15677
396	295	442	295	15709
442	295	463	295	15743
463	295	473	295	15777
473	295	476	295	15810
476	295	479	295	15844
479	295	482	296	15876
482	296	482	296	15910
482	296	482	296	15943
482	296	485	296	15977
485	296	506	296	16010
506	296	519	296	16043
519	296	531	296	16076
531	296	541	296	16109
541	296	549	296	16143
549	296	552	296	16176
552	296	555	296	16210
555	296	555	296	16243
555	296	555	296	16276
555	296	558	296	16309
558	296	561	296	16343
561	296	563	296	16376
563	296	570	296	16409
570	296	588	292	16443
588	292	596	288	16476
596	288	605	281	16510
605	281	609	279	16544
609	279	612	277	16576
612	277	612	277	16610
612	277	612	277	16643
612	277	612	277	16677
622	300	622	300	18576
622	300	622	333	18610
622	333	622	394	18643
622	394	622	471	18677
622	471	620	541	18709
620	541	615	626	18743
615	626	610	666	18776
610	666	608	690	18810
608	690	607	702	18843
607	702	607	706	18877
607	706	607	709	18910
607	709	607	712	18944
607	712	607	712	18977
607	712	607	712	19010
607	712	607	712	19043
607	712	613	708	19076
613	708	639	700	19110
639	700	670	697	19143
670	697	699	695	19177
699	695	716	695	19210
716	695	721	695	19244
721	695	724	695	19277
724	695	724	695	19309
724	695	731	695	19343
731	695	741	694	19377
741	694	750	693	19410
750	693	758	693	19443
758	693	774	693	19477
774	693	787	693	19510
787	693	794	693	19543
794	693	797	693	19577
797	693	800	693	19611
800	693	800	693	19643
800	693	800	693	19676
800	693	800	693	19709
620	501	620	501	21976
620	501	645	501	22010
645	501	679	500	22044
679	500	707	493	22076
707	493	721	489	22110
721	489	729	488	22143
729	488	732	487	22177
732	487	734	487	22210
734	487	734	487	22243
734	487	734	487	22276
734	487	737	487	22310
737	487	737	487	22343
737	487	740	484	22377
740	484	751	476	22410
751	476	771	472	22443
771	472	777	471	22477
777	471	781	471	22510
781	471	784	471	22543
784	471	784	471	22576
784	471	784	471	22610
784	471	784	471	22643
784	471	786	471	22677
786	471	786	471	22710
621	305	621	305	25043
621	305	621	305	25076
621	305	652	305	25110
652	305	681	305	25144
681	305	705	306	25176
705	306	710	312	25211
710	312	717	320	25244
717	320	717	320	25277
717	320	720	323	25310
720	323	720	323	25343
720	323	720	323	25377
720	323	732	325	25410
732	325	746	325	25444
746	325	762	325	25476
762	325	768	325	25510
768	325	772	325	25543
772	325	772	325	25577
772	325	776	325	25610
776	325	776	325	25644
776	325	776	325	25676
776	325	776	325	25710
776	325	776	325	25743
776	325	777	325	25777
777	325	777	325	25810
777	325	777	325	25843
777	325	780	324	25877
780	324	781	313	25910
781	313	781	310	25943
781	310	781	310	25977
781	310	781	310	26010
840	306	840	306	29211
840	306	840	345	29243
840	345	840	396	29276
840	396	840	449	29310
840	449	840	530	29343
