18.0	454.0
18.0	454.0
18.0	454.0
18.0	450.0
20.0	424.0
22.0	354.0
10.0	265.0
0.0	170.0
5.0	115.0
11.0	80.0
16.0	47.0
21.0	26.0
25.0	12.0
26.0	7.0
26.0	7.0
26.0	3.0
26.0	0.0
26.0	0.0
26.0	0.0
26.0	2.0
26.0	16.0
26.0	48.0
31.0	85.0
54.0	129.0
71.0	144.0
76.0	146.0
80.0	145.0
93.0	136.0
112.0	114.0
118.0	88.0
120.0	59.0
120.0	54.0
120.0	53.0
120.0	53.0
120.0	61.0
118.0	82.0
114.0	131.0
114.0	188.0
121.0	244.0
131.0	298.0
140.0	352.0
142.0	395.0
148.0	423.0
155.0	442.0
156.0	446.0
156.0	447.0
155.0	448.0
154.0	448.0
226.0	339.0
214.0	344.0
204.0	352.0
197.0	362.0
191.0	373.0
188.0	387.0
191.0	405.0
200.0	414.0
214.0	421.0
232.0	422.0
246.0	420.0
254.0	410.0
258.0	378.0
260.0	344.0
258.0	327.0
258.0	326.0
258.0	328.0
259.0	341.0
263.0	383.0
282.0	455.0
306.0	497.0
313.0	507.0
309.0	502.0
439.0	130.0
434.0	166.0
424.0	248.0
415.0	339.0
411.0	418.0
416.0	477.0
420.0	518.0
420.0	546.0
419.0	547.0
302.0	305.0
315.0	310.0
335.0	312.0
367.0	312.0
423.0	313.0
455.0	313.0
460.0	313.0
460.0	313.0
460.0	313.0
462.0	313.0
463.0	313.0
463.0	313.0
463.0	313.0
467.0	311.0
470.0	311.0
473.0	312.0
475.0	313.0
475.0	313.0
449.0	402.0
449.0	402.0
458.0	409.0
468.0	414.0
482.0	419.0
497.0	422.0
513.0	424.0
524.0	422.0
527.0	416.0
526.0	405.0
516.0	390.0
504.0	383.0
488.0	378.0
465.0	376.0
439.0	374.0
433.0	375.0
430.0	386.0
426.0	400.0
424.0	414.0
423.0	430.0
424.0	448.0
432.0	474.0
444.0	502.0
450.0	515.0
457.0	519.0
464.0	521.0
476.0	523.0
490.0	523.0
509.0	521.0
523.0	516.0
531.0	510.0
548.0	395.0
548.0	395.0
549.0	409.0
550.0	433.0
550.0	466.0
554.0	498.0
557.0	507.0
557.0	508.0
559.0	504.0
567.0	478.0
575.0	437.0
580.0	393.0
584.0	354.0
587.0	345.0
595.0	342.0
608.0	349.0
624.0	369.0
646.0	401.0
657.0	435.0
660.0	466.0
660.0	483.0
660.0	488.0
660.0	489.0
660.0	488.0
659.0	479.0
659.0	462.0
662.0	444.0
668.0	427.0
678.0	420.0
686.0	421.0
696.0	428.0
706.0	437.0
714.0	449.0
718.0	472.0
720.0	502.0
721.0	513.0
721.0	516.0
721.0	516.0
721.0	516.0
805.0	422.0
795.0	417.0
785.0	417.0
773.0	418.0
758.0	422.0
753.0	429.0
752.0	444.0
752.0	460.0
754.0	472.0
759.0	482.0
773.0	491.0
787.0	495.0
803.0	496.0
815.0	496.0
822.0	488.0
828.0	475.0
831.0	453.0
832.0	426.0
833.0	417.0
834.0	413.0
834.0	413.0
834.0	413.0
834.0	413.0
834.0	419.0
835.0	432.0
841.0	447.0
847.0	465.0
855.0	481.0
868.0	507.0
869.0	512.0
869.0	512.0
908.0	250.0
908.0	266.0
908.0	288.0
908.0	322.0
908.0	362.0
908.0	405.0
908.0	430.0
906.0	453.0
906.0	464.0
906.0	471.0
907.0	478.0
910.0	485.0
910.0	485.0
851.0	376.0
866.0	373.0
879.0	372.0
890.0	374.0
901.0	377.0
920.0	380.0
935.0	380.0
935.0	380.0
935.0	380.0
949.0	420.0
949.0	420.0
952.0	427.0
955.0	439.0
957.0	461.0
959.0	473.0
962.0	484.0
965.0	492.0
965.0	492.0
952.0	353.0
952.0	353.0
955.0	359.0
958.0	367.0
961.0	377.0
962.0	379.0
962.0	376.0
963.0	371.0
1010.0	315.0
1016.0	350.0
1016.0	405.0
1007.0	465.0
1001.0	522.0
1001.0	571.0
1003.0	587.0
1005.0	592.0
1094.0	453.0
1089.0	455.0
1073.0	459.0
1040.0	464.0
1024.0	474.0
1020.0	477.0
1016.0	481.0
1010.0	484.0
1008.0	487.0
1008.0	488.0
1008.0	488.0
1007.0	490.0
1004.0	492.0
1002.0	494.0
1002.0	494.0
1004.0	495.0
1012.0	499.0
1025.0	504.0
1039.0	511.0
1051.0	515.0
1065.0	519.0
1082.0	524.0
1089.0	527.0
1095.0	531.0
1108.0	538.0
1118.0	542.0
1124.0	546.0
1131.0	548.0
1131.0	548.0
1192.0	445.0
1178.0	443.0
1169.0	443.0
1164.0	447.0
1156.0	458.0
1150.0	471.0
1146.0	484.0
1144.0	493.0
1149.0	501.0
1161.0	511.0
1175.0	516.0
1186.0	518.0
1199.0	514.0
1207.0	503.0
1211.0	490.0
1212.0	479.0
1212.0	467.0
1210.0	457.0
1208.0	451.0
1209.0	448.0
1209.0	448.0
1209.0	448.0
1211.0	450.0
1215.0	457.0
1220.0	473.0
1224.0	489.0
1230.0	504.0
1238.0	517.0
1246.0	525.0
1252.0	535.0
1259.0	540.0
1259.0	540.0
1259.0	540.0
1259.0	540.0
